00BU,E02001270,710
00BU,E02001271,590
00BU,E02001272,730
00BU,E02001273,720
00BU,E02001274,790
00BU,E02001275,530
00BU,E02001276,600
00BU,E02001277,580
00BU,E02001278,760
00BU,E02001279,810
00BU,E02001280,580
00BU,E02001281,760
00BU,E02001282,760
00BU,E02001283,750
00BU,E02001284,1040
00BU,E02001285,890
00BU,E02001286,880
00BW,E02001287,710
00BW,E02001288,640
00BW,E02001289,680
00BW,E02001290,590
00BW,E02001291,520
00BW,E02001292,610
00BW,E02001293,590
00BW,E02001294,520
00BW,E02001295,410
00BW,E02001296,430
00BW,E02001297,500
00BW,E02001298,470
00BW,E02001299,550
00BW,E02001300,490
00BW,E02001301,480
00BW,E02001302,530
00BW,E02001303,470
00BW,E02001304,590
00BW,E02001305,620
00BW,E02001306,620
00BW,E02001307,770
00BW,E02001308,530
00BW,E02001309,510
00BW,E02001310,500
00BW,E02001311,560
00BW,E02001312,540
00BW,E02001313,500
00BW,E02001314,680
00BW,E02001315,620
00BW,E02001316,500
00BW,E02001317,550
00BW,E02001318,530
00BW,E02001319,470
00BW,E02001320,510
00BW,E02001321,640
00BW,E02001322,600
00BW,E02001323,590
00BW,E02001324,540
00BW,E02001325,710
00BW,E02001326,620
00BX,E02001327,440
00BX,E02001328,540
00BX,E02001329,380
00BX,E02001330,460
00BX,E02001331,450
00BX,E02001332,400
00BX,E02001333,460
00BX,E02001334,390
00BX,E02001335,590
00BX,E02001336,390
00BX,E02001337,490
00BX,E02001338,470
00BX,E02001339,510
00BX,E02001340,580
00BX,E02001341,440
00BX,E02001342,610
00BX,E02001343,660
00BX,E02001344,510
00BX,E02001345,660
00BX,E02001346,450
00BY,E02001347,510
00BY,E02001348,510
00BY,E02001349,520
00BY,E02001350,430
00BY,E02001351,420
00BY,E02001352,440
00BY,E02001353,700
00BY,E02001354,450
00BY,E02001355,430
00BY,E02001356,440
00BY,E02001357,440
00BY,E02001358,440
00BY,E02001359,540
00BY,E02001360,370
00BY,E02001361,450
00BY,E02001362,470
00BY,E02001363,420
00BY,E02001364,380
00BY,E02001365,440
00BY,E02001366,450
00BY,E02001367,560
00BY,E02001368,380
00BY,E02001369,390
00BY,E02001370,360
00BY,E02001371,470
00BY,E02001372,490
00BY,E02001373,470
00BY,E02001374,430
00BY,E02001375,470
00BY,E02001376,390
00BY,E02001377,370
00BY,E02001378,480
00BY,E02001379,440
00BY,E02001380,610
00BY,E02001381,440
00BY,E02001382,690
00BY,E02001383,390
00BY,E02001384,410
00BY,E02001385,340
00BY,E02001386,410
00BY,E02001387,730
00BY,E02001388,520
00BY,E02001389,460
00BY,E02001390,380
00BY,E02001391,460
00BY,E02001392,650
00BY,E02001393,810
00BY,E02001394,460
00BY,E02001395,650
00BY,E02001396,510
00BY,E02001397,540
00BY,E02001398,540
00BY,E02001399,680
00BY,E02001400,510
00BY,E02001401,540
00BY,E02001402,650
00BY,E02001403,470
00BY,E02001404,440
00BY,E02001405,390
00BZ,E02001406,650
00BZ,E02001407,620
00BZ,E02001408,670
00BZ,E02001409,530
00BZ,E02001410,510
00BZ,E02001411,560
00BZ,E02001412,570
00BZ,E02001413,570
00BZ,E02001414,730
00BZ,E02001415,540
00BZ,E02001416,440
00BZ,E02001417,470
00BZ,E02001418,520
00BZ,E02001419,430
00BZ,E02001420,570
00BZ,E02001421,540
00BZ,E02001422,430
00BZ,E02001423,660
00BZ,E02001424,500
00BZ,E02001425,550
00BZ,E02001426,550
00BZ,E02001427,530
00BZ,E02001428,700
00CA,E02001429,590
00CA,E02001430,620
00CA,E02001431,480
00CA,E02001432,450
00CA,E02001433,560
00CA,E02001434,590
00CA,E02001435,530
00CA,E02001436,600
00CA,E02001437,570
00CA,E02001438,620
00CA,E02001439,510
00CA,E02001440,780
00CA,E02001441,830
00CA,E02001442,650
00CA,E02001443,760
00CA,E02001444,650
00CA,E02001445,610
00CA,E02001446,610
00CA,E02001447,540
00CA,E02001448,590
00CA,E02001449,580
00CA,E02001450,670
00CA,E02001451,420
00CA,E02001452,420
00CA,E02001453,630
00CA,E02001454,580
00CA,E02001455,580
00CA,E02001456,580
00CA,E02001457,430
00CA,E02001458,580
00CA,E02001459,480
00CA,E02001460,440
00CA,E02001461,510
00CA,E02001462,420
00CA,E02001463,470
00CA,E02001464,440
00CA,E02001465,380
00CA,E02001466,460
00CB,E02001467,520
00CB,E02001468,520
00CB,E02001469,560
00CB,E02001470,620
00CB,E02001471,470
00CB,E02001472,550
00CB,E02001473,510
00CB,E02001474,430
00CB,E02001475,430
00CB,E02001476,460
00CB,E02001477,430
00CB,E02001478,500
00CB,E02001479,710
00CB,E02001480,630
00CB,E02001481,580
00CB,E02001482,410
00CB,E02001483,620
00CB,E02001484,570
00CB,E02001485,470
00CB,E02001486,570
00CB,E02001487,440
00CB,E02001488,560
00CB,E02001489,680
00CB,E02001490,650
00CB,E02001491,440
00CB,E02001492,590
00CB,E02001493,420
00CB,E02001494,890
00CB,E02001495,520
00CB,E02001496,610
00CB,E02001497,510
00CB,E02001498,620
00CB,E02001499,640
00CB,E02001500,640
00CB,E02001501,650
00CB,E02001502,570
00CB,E02001503,600
00CB,E02001504,790
00CB,E02001505,560
00CB,E02001506,1000
00CB,E02001507,720
00CB,E02001508,560
00EQ,E02003811,900
00EQ,E02003812,810
00EQ,E02003813,660
00EQ,E02003814,740
00EQ,E02003815,570
00EQ,E02003816,620
00EQ,E02003817,710
00EQ,E02003818,820
00EQ,E02003819,730
00EQ,E02003820,790
00EQ,E02003821,620
00EQ,E02003822,680
00EQ,E02003823,620
00EQ,E02003824,640
00EQ,E02003825,810
00EQ,E02003826,510
00EQ,E02003827,500
00EQ,E02003828,510
00EQ,E02003829,580
00EQ,E02003830,530
00EQ,E02003831,730
00EQ,E02003832,530
00EQ,E02003833,590
00EQ,E02003834,570
00EQ,E02003835,890
00EQ,E02003836,580
00EQ,E02003837,750
00EQ,E02003838,690
00EQ,E02003839,600
00EQ,E02003840,710
00EQ,E02003853,770
00EQ,E02003854,760
00EQ,E02003855,730
00EQ,E02003856,620
00EQ,E02003857,780
00EQ,E02003858,850
00EQ,E02003859,740
00EQ,E02003860,930
00EQ,E02003861,650
00EQ,E02003862,1040
00EQ,E02003863,830
00EQ,E02003864,800
00EQ,E02003865,730
00EQ,E02003866,1060
00EQ,E02003867,810
00EQ,E02003868,580
00EQ,E02003869,730
00EQ,E02003870,650
00EQ,E02003871,570
00EQ,E02003872,750
00EQ,E02003873,560
00ET,E02002574,700
00ET,E02002575,880
00ET,E02002576,510
00ET,E02002577,460
00ET,E02002578,530
00ET,E02002579,490
00ET,E02002580,440
00ET,E02002581,590
00ET,E02002582,910
00ET,E02002583,440
00ET,E02002584,550
00ET,E02002585,520
00ET,E02002586,470
00ET,E02002587,560
00ET,E02002588,480
00ET,E02002589,790
00EU,E02002590,740
00EU,E02002591,660
00EU,E02002592,650
00EU,E02002593,680
00EU,E02002594,630
00EU,E02002595,470
00EU,E02002596,690
00EU,E02002597,500
00EU,E02002598,970
00EU,E02002599,810
00EU,E02002600,540
00EU,E02002601,610
00EU,E02002602,530
00EU,E02002603,710
00EU,E02002604,730
00EU,E02002605,660
00EU,E02002606,550
00EU,E02002607,540
00EU,E02002608,660
00EU,E02002609,510
00EU,E02002610,860
00EU,E02002611,740
00EU,E02002612,710
00EU,E02002613,930
00EU,E02002614,1310
00EW,E02003794,690
00EW,E02003795,730
00EW,E02003796,590
00EW,E02003797,790
00EW,E02003798,520
00EW,E02003799,510
00EW,E02003800,780
00EW,E02003801,690
00EW,E02003802,600
00EW,E02003803,570
00EW,E02003804,700
00EW,E02003805,800
00EW,E02003806,740
00EW,E02003807,790
00EW,E02003808,610
00EW,E02003809,760
00EW,E02003810,680
00EW,E02003841,630
00EW,E02003842,860
00EW,E02003843,540
00EW,E02003844,680
00EW,E02003845,500
00EW,E02003846,500
00EW,E02003847,880
00EW,E02003848,530
00EW,E02003849,490
00EW,E02003850,620
00EW,E02003851,820
00EW,E02003852,740
00EW,E02003874,700
00EW,E02003875,780
00EW,E02003876,620
00EW,E02003877,730
00EW,E02003878,660
00EW,E02003879,560
00EW,E02003880,610
00EW,E02003881,610
00EW,E02003882,560
00EW,E02003883,1010
00EW,E02003884,800
00EW,E02003885,750
00EW,E02003886,610
00EW,E02003887,700
00EW,E02003888,530
00EW,E02003889,580
00EW,E02003890,630
00EW,E02003891,720
00EX,E02002615,570
00EX,E02002616,690
00EX,E02002617,430
00EX,E02002618,450
00EX,E02002619,440
00EX,E02002620,390
00EX,E02002621,380
00EX,E02002622,450
00EX,E02002623,480
00EX,E02002624,700
00EX,E02002625,550
00EX,E02002626,530
00EX,E02002627,730
00EX,E02002628,510
00EX,E02002629,510
00EX,E02002630,520
00EX,E02002631,590
00EX,E02002632,840
00EY,E02002633,490
00EY,E02002634,480
00EY,E02002635,490
00EY,E02002636,500
00EY,E02002637,520
00EY,E02002638,430
00EY,E02002639,410
00EY,E02002640,430
00EY,E02002641,560
00EY,E02002642,400
00EY,E02002643,460
00EY,E02002644,540
00EY,E02002645,400
00EY,E02002646,480
00EY,E02002647,460
00EY,E02002648,490
00EY,E02002649,460
00EY,E02002650,500
00EY,E02002651,510
16UB,E02003965,530
16UB,E02003966,660
16UB,E02003967,550
16UB,E02003968,540
16UB,E02003969,480
16UB,E02003970,660
16UB,E02003971,680
16UB,E02003972,550
16UB,E02003973,460
16UB,E02003974,520
16UB,E02003975,620
16UB,E02003976,570
16UC,E02003977,580
16UC,E02003978,560
16UC,E02003979,670
16UC,E02003980,460
16UC,E02003981,580
16UC,E02003982,610
16UC,E02003983,460
16UC,E02003984,430
16UC,E02003985,500
16UC,E02003986,500
16UD,E02003987,550
16UD,E02003988,570
16UD,E02003989,670
16UD,E02003990,670
16UD,E02003991,740
16UD,E02003992,520
16UD,E02003993,730
16UD,E02003994,520
16UD,E02003995,470
16UD,E02003996,530
16UD,E02003997,480
16UD,E02003998,490
16UD,E02003999,620
16UE,E02004000,530
16UE,E02004001,520
16UE,E02004002,660
16UE,E02004003,540
16UE,E02004004,480
16UE,E02004005,540
16UE,E02004006,700
16UE,E02004007,490
16UF,E02004008,620
16UF,E02004009,660
16UF,E02004010,530
16UF,E02004011,620
16UF,E02004012,650
16UF,E02004013,580
16UF,E02004014,570
16UG,E02004015,560
16UG,E02004016,610
16UG,E02004017,610
16UG,E02004018,570
16UG,E02004019,640
16UG,E02004020,660
16UG,E02004021,720
16UG,E02004022,680
16UG,E02004023,620
16UG,E02004024,760
16UG,E02004025,620
16UG,E02004026,560
16UG,E02004027,540
16UG,E02004028,700
30UD,E02005176,610
30UD,E02005177,520
30UD,E02005178,400
30UD,E02005179,510
30UD,E02005180,640
30UD,E02005181,520
30UD,E02005182,440
30UD,E02005183,510
30UD,E02005184,670
30UD,E02005185,440
30UD,E02005186,680
30UD,E02005187,460
30UD,E02005188,610
30UE,E02005189,560
30UE,E02005190,780
30UE,E02005191,730
30UE,E02005192,770
30UE,E02005193,730
30UE,E02005194,590
30UE,E02005195,660
30UE,E02005196,640
30UE,E02005197,500
30UE,E02005198,540
30UE,E02005199,710
30UE,E02005200,540
30UE,E02005201,560
30UE,E02005202,640
30UF,E02005203,650
30UF,E02005204,630
30UF,E02005205,690
30UF,E02005206,570
30UF,E02005207,570
30UF,E02005208,540
30UF,E02005209,590
30UF,E02005210,580
30UF,E02005211,660
30UG,E02005212,530
30UG,E02005213,590
30UG,E02005214,580
30UG,E02005215,500
30UG,E02005216,480
30UG,E02005217,420
30UG,E02005218,520
30UG,E02005219,600
30UG,E02005220,580
30UH,E02005221,600
30UH,E02005222,730
30UH,E02005223,610
30UH,E02005224,470
30UH,E02005225,650
30UH,E02005226,440
30UH,E02005227,570
30UH,E02005228,510
30UH,E02005229,440
30UH,E02005230,490
30UH,E02005231,500
30UH,E02005232,540
30UH,E02005233,560
30UH,E02005234,480
30UH,E02005235,520
30UH,E02005236,540
30UH,E02005237,600
30UH,E02005238,560
30UH,E02005239,540
30UJ,E02005240,580
30UJ,E02005241,550
30UJ,E02005242,620
30UJ,E02005243,480
30UJ,E02005244,540
30UJ,E02005245,660
30UJ,E02005246,480
30UJ,E02005247,660
30UJ,E02005248,410
30UJ,E02005249,450
30UJ,E02005250,430
30UJ,E02005251,600
30UJ,E02005252,540
30UK,E02005253,720
30UK,E02005254,880
30UK,E02005255,720
30UK,E02005256,830
30UK,E02005257,500
30UK,E02005258,660
30UK,E02005259,510
30UK,E02005260,610
30UK,E02005261,460
30UK,E02005262,780
30UK,E02005263,470
30UK,E02005264,500
30UK,E02005265,540
30UK,E02005266,430
30UK,E02005267,400
30UK,E02005268,450
30UK,E02005269,450
30UL,E02005270,700
30UL,E02005271,670
30UL,E02005272,570
30UL,E02005273,710
30UL,E02005274,700
30UL,E02005275,610
30UL,E02005276,740
30UL,E02005277,790
30UM,E02005278,650
30UM,E02005279,530
30UM,E02005280,540
30UM,E02005281,550
30UM,E02005282,510
30UM,E02005283,520
30UM,E02005284,690
30UM,E02005285,680
30UM,E02005286,560
30UN,E02005287,760
30UN,E02005288,670
30UN,E02005289,770
30UN,E02005290,710
30UN,E02005291,600
30UN,E02005292,550
30UN,E02005293,520
30UN,E02005294,610
30UN,E02005295,630
30UN,E02005296,740
30UN,E02005297,680
30UN,E02005298,610
30UN,E02005299,600
30UN,E02005300,720
30UN,E02005301,560
30UN,E02005302,690
30UN,E02005303,520
30UP,E02005304,650
30UP,E02005305,570
30UP,E02005306,590
30UP,E02005307,620
30UP,E02005308,800
30UP,E02005309,630
30UP,E02005310,510
30UP,E02005311,710
30UP,E02005312,600
30UP,E02005313,460
30UP,E02005314,490
30UP,E02005315,740
30UP,E02005316,490
30UP,E02005317,450
30UP,E02005318,610
30UQ,E02005319,450
30UQ,E02005320,500
